pair,doc_mix,method,mix_ratio,ndcg10,ndcg10_std,ndcg10_stderr,ndcg10_ci90_low,ndcg10_ci90_high,ndcg10_ci95_low,ndcg10_ci95_high,mrr10,r10,model,source_file
EN-IT,EN + IT docs,embed,30.0,33.3542,37.1979,0.9656,31.7649,34.9435,31.4601,35.2483,28.0044,51.6678,bge-m3,mmarco-8841823-bilingual-en-it-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-204605-agg.csv
EN-IT,EN + IT docs,embed,50.0,32.4994,37.0051,0.9606,30.9184,34.0805,30.6152,34.3837,27.131,50.7918,bge-m3,mmarco-8841823-bilingual-en-it-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-204639-agg.csv
EN-IT,EN + IT docs,embed,70.0,31.4584,36.8889,0.9576,29.8823,33.0345,29.58,33.3367,26.22,49.1521,bge-m3,mmarco-8841823-bilingual-en-it-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-204701-agg.csv
EN-IT,EN + IT docs,embed,90.0,30.2604,36.6229,0.9507,28.6957,31.8251,28.3956,32.1252,25.2879,47.1867,bge-m3,mmarco-8841823-bilingual-en-it-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-204735-agg.csv
EN-IT,EN + IT docs,embed,100.0,29.6047,36.2959,0.9422,28.054,31.1555,27.7566,31.4529,24.5714,46.6476,bge-m3,mmarco-8841823-bilingual-en-it-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-204810-agg.csv
EN-IT,EN docs,embed,0.0,33.6479,37.276,0.9676,32.0552,35.2405,31.7498,35.5459,28.2051,52.2069,bge-m3,mmarco-8841823-english-en-it-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-235149-agg.csv
EN-IT,EN docs,embed,10.0,33.6974,37.296,0.9682,32.104,35.2909,31.7983,35.5965,28.2729,52.2743,bge-m3,mmarco-8841823-english-en-it-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-235215-agg.csv
EN-IT,EN docs,embed,30.0,33.4095,37.2515,0.967,31.8179,35.0011,31.5127,35.3063,28.0786,51.7352,bge-m3,mmarco-8841823-english-en-it-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-235239-agg.csv
EN-IT,EN docs,embed,50.0,32.5133,37.1232,0.9637,30.9272,34.0994,30.623,34.4036,27.3234,50.2864,bge-m3,mmarco-8841823-english-en-it-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-235305-agg.csv
EN-IT,EN docs,embed,70.0,30.2533,36.682,0.9522,28.6861,31.8206,28.3855,32.1212,25.3796,46.8834,bge-m3,mmarco-8841823-english-en-it-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-235331-agg.csv
EN-IT,EN docs,embed,90.0,27.5951,35.8941,0.9318,26.0616,29.1287,25.7674,29.4228,22.9076,43.4468,bge-m3,mmarco-8841823-english-en-it-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-235357-agg.csv
EN-IT,EN docs,embed,100.0,25.608,35.0943,0.911,24.1086,27.1074,23.821,27.395,21.1661,40.6952,bge-m3,mmarco-8841823-english-en-it-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-235423-agg.csv
EN-IT,IT docs,embed,0.0,27.5353,36.1431,0.9382,25.9911,29.0795,25.6949,29.3757,22.8597,43.0256,bge-m3,mmarco-8841823-italian-en-it-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251219-011209-agg.csv
EN-IT,IT docs,embed,10.0,28.773,36.5258,0.9482,27.2124,30.3335,26.9131,30.6329,23.9205,45.064,bge-m3,mmarco-8841823-italian-en-it-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251219-011235-agg.csv
EN-IT,IT docs,embed,30.0,30.1527,36.6896,0.9524,28.5851,31.7203,28.2845,32.0209,25.1106,47.1417,bge-m3,mmarco-8841823-italian-en-it-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251219-011300-agg.csv
EN-IT,IT docs,embed,50.0,30.7628,36.9212,0.9584,29.1853,32.3402,28.8827,32.6428,25.7323,47.7819,bge-m3,mmarco-8841823-italian-en-it-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251219-011326-agg.csv
EN-IT,IT docs,embed,70.0,30.6302,36.8498,0.9566,29.0558,32.2046,28.7538,32.5066,25.5616,47.6696,bge-m3,mmarco-8841823-italian-en-it-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251219-011344-agg.csv
EN-IT,IT docs,embed,90.0,29.6709,36.6824,0.9522,28.1037,31.2382,27.8031,31.5388,24.8439,46.086,bge-m3,mmarco-8841823-italian-en-it-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251219-011359-agg.csv
EN-IT,IT docs,embed,100.0,29.0474,36.4342,0.9458,27.4907,30.604,27.1921,30.9026,24.1744,45.4122,bge-m3,mmarco-8841823-italian-en-it-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251219-011422-agg.csv
EN-JA,EN + JA docs,embed,0.0,33.4518,37.2895,0.968,31.8587,35.045,31.5531,35.3506,28.1039,51.7689,bge-m3,mmarco-8841823-bilingual-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-062357-agg.csv
EN-JA,EN + JA docs,embed,10.0,33.4503,37.3339,0.9691,31.8552,35.0454,31.5493,35.3513,28.1101,51.7015,bge-m3,mmarco-8841823-bilingual-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-062420-agg.csv
EN-JA,EN + JA docs,embed,30.0,32.8789,36.7805,0.9548,31.3074,34.4503,31.006,34.7517,27.3695,51.6004,bge-m3,mmarco-8841823-bilingual-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-062441-agg.csv
EN-JA,EN + JA docs,embed,50.0,31.1849,36.5095,0.9477,29.625,32.7448,29.3259,33.044,25.7888,49.3767,bge-m3,mmarco-8841823-bilingual-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-062503-agg.csv
EN-JA,EN + JA docs,embed,70.0,29.2759,36.2922,0.9421,27.7253,30.8265,27.4279,31.1239,24.2611,46.2489,bge-m3,mmarco-8841823-bilingual-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-062525-agg.csv
EN-JA,EN + JA docs,embed,90.0,28.2516,36.2278,0.9404,26.7038,29.7994,26.4069,30.0963,23.6308,44.1262,bge-m3,mmarco-8841823-bilingual-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-062547-agg.csv
EN-JA,EN + JA docs,embed,100.0,27.426,35.6215,0.9247,25.9041,28.9479,25.6122,29.2399,22.7814,43.4299,bge-m3,mmarco-8841823-bilingual-en-ja-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-062611-agg.csv
EN-JA,EN docs,embed,0.0,33.6276,37.3817,0.9704,32.0305,35.2247,31.7241,35.5311,28.2139,51.9036,bge-m3,mmarco-8841823-english-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-065040-agg.csv
EN-JA,EN docs,embed,10.0,33.6486,37.4229,0.9714,32.0497,35.2475,31.7431,35.5542,28.293,51.8699,bge-m3,mmarco-8841823-english-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-065054-agg.csv
EN-JA,EN docs,embed,30.0,33.2337,36.9356,0.9588,31.6556,34.8117,31.3529,35.1144,27.701,51.971,bge-m3,mmarco-8841823-english-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-065109-agg.csv
EN-JA,EN docs,embed,50.0,31.8616,36.4793,0.947,30.303,33.4202,30.0041,33.7191,26.3633,50.3538,bge-m3,mmarco-8841823-english-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-065123-agg.csv
EN-JA,EN docs,embed,70.0,28.6666,35.562,0.9231,27.1472,30.186,26.8558,30.4774,23.4748,46.2433,bge-m3,mmarco-8841823-english-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-065138-agg.csv
EN-JA,EN docs,embed,90.0,24.2821,34.0868,0.8849,22.8258,25.7385,22.5464,26.0178,19.6925,39.9203,bge-m3,mmarco-8841823-english-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-065153-agg.csv
EN-JA,EN docs,embed,100.0,21.5103,32.8688,0.8532,20.106,22.9146,19.8367,23.184,17.3678,35.675,bge-m3,mmarco-8841823-english-en-ja-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-065208-agg.csv
EN-JA,JA docs,embed,0.0,21.4577,32.8232,0.852,20.0553,22.86,19.7863,23.129,17.4355,35.164,bge-m3,mmarco-8841823-japanese-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-070637-agg.csv
EN-JA,JA docs,embed,10.0,23.4948,34.1392,0.8862,22.0362,24.9534,21.7564,25.2332,19.2975,37.8257,bge-m3,mmarco-8841823-japanese-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-070653-agg.csv
EN-JA,JA docs,embed,30.0,26.7591,35.8336,0.9302,25.2281,28.29,24.9344,28.5837,22.1697,42.0204,bge-m3,mmarco-8841823-japanese-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-070709-agg.csv
EN-JA,JA docs,embed,50.0,28.0143,36.1748,0.9391,26.4688,29.5599,26.1723,29.8564,23.3548,43.8735,bge-m3,mmarco-8841823-japanese-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-070725-agg.csv
EN-JA,JA docs,embed,70.0,28.342,36.2402,0.9407,26.7937,29.8904,26.4967,30.1874,23.7239,44.3396,bge-m3,mmarco-8841823-japanese-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-070740-agg.csv
EN-JA,JA docs,embed,90.0,27.7362,36.0672,0.9363,26.1952,29.2771,25.8996,29.5727,23.1924,43.2951,bge-m3,mmarco-8841823-japanese-en-ja-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-070754-agg.csv
EN-JA,JA docs,embed,100.0,27.2123,35.7161,0.9271,25.6863,28.7383,25.3937,29.031,22.6692,42.8908,bge-m3,mmarco-8841823-japanese-en-ja-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-070809-agg.csv
EN-NL,EN + NL docs,embed,0.0,33.6604,37.3094,0.9685,32.0664,35.2545,31.7606,35.5602,28.2237,52.2069,bge-m3,mmarco-8841823-bilingual-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-230913-agg.csv
EN-NL,EN + NL docs,embed,10.0,33.7816,37.2398,0.9667,32.1905,35.3727,31.8854,35.6778,28.3301,52.3753,bge-m3,mmarco-8841823-bilingual-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-230941-agg.csv
EN-NL,EN + NL docs,embed,30.0,33.407,37.0908,0.9628,31.8223,34.9917,31.5183,35.2956,27.997,51.7015,bge-m3,mmarco-8841823-bilingual-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-231014-agg.csv
EN-NL,EN + NL docs,embed,50.0,32.8169,37.0117,0.9608,31.2356,34.3982,30.9323,34.7015,27.4636,50.9715,bge-m3,mmarco-8841823-bilingual-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-231045-agg.csv
EN-NL,EN + NL docs,embed,70.0,31.9496,37.1435,0.9642,30.3626,33.5365,30.0583,33.8409,26.7721,49.489,bge-m3,mmarco-8841823-bilingual-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-231116-agg.csv
EN-NL,EN + NL docs,embed,90.0,30.8039,37.0519,0.9618,29.2209,32.387,28.9173,32.6906,25.733,47.7875,bge-m3,mmarco-8841823-bilingual-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-231151-agg.csv
EN-NL,EN + NL docs,embed,100.0,29.4513,36.3498,0.9436,27.8982,31.0043,27.6004,31.3022,24.4221,46.204,bge-m3,mmarco-8841823-bilingual-en-nl-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-231228-agg.csv
EN-NL,EN docs,embed,0.0,33.6479,37.276,0.9676,32.0552,35.2405,31.7498,35.5459,28.2051,52.2069,bge-m3,mmarco-8841823-english-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251219-003109-agg.csv
EN-NL,EN docs,embed,10.0,33.6438,37.2172,0.9661,32.0537,35.2339,31.7487,35.5389,28.267,52.1058,bge-m3,mmarco-8841823-english-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251219-003135-agg.csv
EN-NL,EN docs,embed,30.0,33.3944,37.0679,0.9622,31.8106,34.9781,31.5069,35.2818,28.0413,51.7689,bge-m3,mmarco-8841823-english-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251219-003202-agg.csv
EN-NL,EN docs,embed,50.0,32.9921,37.0604,0.962,31.4087,34.5755,31.105,34.8792,27.5971,51.3309,bge-m3,mmarco-8841823-english-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251219-003228-agg.csv
EN-NL,EN docs,embed,70.0,31.2457,36.762,0.9543,29.675,32.8163,29.3738,33.1176,25.9595,49.0173,bge-m3,mmarco-8841823-english-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251219-003255-agg.csv
EN-NL,EN docs,embed,90.0,27.9925,35.8731,0.9312,26.4599,29.5252,26.1659,29.8192,23.2458,43.9297,bge-m3,mmarco-8841823-english-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251219-003321-agg.csv
EN-NL,EN docs,embed,100.0,26.6136,35.3615,0.9179,25.1028,28.1244,24.813,28.4142,21.9855,42.144,bge-m3,mmarco-8841823-english-en-nl-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251219-003339-agg.csv
EN-NL,NL docs,embed,0.0,27.7547,36.0434,0.9356,26.2148,29.2947,25.9194,29.59,23.136,43.6265,bge-m3,mmarco-8841823-dutch-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251219-013957-agg.csv
EN-NL,NL docs,embed,10.0,28.6435,36.3921,0.9447,27.0886,30.1983,26.7904,30.4965,23.8436,44.9068,bge-m3,mmarco-8841823-dutch-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251219-014010-agg.csv
EN-NL,NL docs,embed,30.0,29.9593,36.8177,0.9557,28.3862,31.5323,28.0845,31.834,25.065,46.204,bge-m3,mmarco-8841823-dutch-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251219-014022-agg.csv
EN-NL,NL docs,embed,50.0,30.7082,37.2292,0.9664,29.1175,32.2988,28.8125,32.6039,25.8541,47.0126,bge-m3,mmarco-8841823-dutch-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251219-014035-agg.csv
EN-NL,NL docs,embed,70.0,30.6091,37.3145,0.9686,29.0148,32.2033,28.709,32.5091,25.6809,46.8441,bge-m3,mmarco-8841823-dutch-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251219-014048-agg.csv
EN-NL,NL docs,embed,90.0,29.7449,36.9857,0.9601,28.1647,31.3252,27.8616,31.6282,24.8762,45.9344,bge-m3,mmarco-8841823-dutch-en-nl-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251219-014100-agg.csv
EN-NL,NL docs,embed,100.0,28.697,36.3266,0.943,27.1449,30.249,26.8472,30.5467,23.8835,44.8226,bge-m3,mmarco-8841823-dutch-en-nl-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251219-014113-agg.csv
EN-PT,EN + PT docs,embed,0.0,33.7435,37.07,0.9623,32.1596,35.3273,31.8559,35.6311,28.2061,52.7123,bge-m3,mmarco-8841823-bilingual-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-224352-agg.csv
EN-PT,EN + PT docs,embed,10.0,33.7394,37.0814,0.9626,32.1551,35.3237,31.8512,35.6275,28.2726,52.5438,bge-m3,mmarco-8841823-bilingual-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-224412-agg.csv
EN-PT,EN + PT docs,embed,30.0,33.4039,37.1365,0.964,31.8173,34.9906,31.5129,35.2949,28.0544,51.9036,bge-m3,mmarco-8841823-bilingual-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-224430-agg.csv
EN-PT,EN + PT docs,embed,50.0,32.7247,36.9725,0.9598,31.145,34.3043,30.8421,34.6073,27.36,51.1624,bge-m3,mmarco-8841823-bilingual-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-224506-agg.csv
EN-PT,EN + PT docs,embed,70.0,31.3049,36.8599,0.9568,29.7301,32.8797,29.428,33.1818,26.1103,49.0847,bge-m3,mmarco-8841823-bilingual-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-224528-agg.csv
EN-PT,EN + PT docs,embed,90.0,29.4551,36.0778,0.9365,27.9137,30.9966,27.6181,31.2922,24.3484,46.9733,bge-m3,mmarco-8841823-bilingual-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-224549-agg.csv
EN-PT,EN + PT docs,embed,100.0,28.914,36.1907,0.9395,27.3677,30.4602,27.0712,30.7568,23.9846,45.8277,bge-m3,mmarco-8841823-bilingual-en-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-224624-agg.csv
EN-PT,EN docs,embed,0.0,33.6479,37.276,0.9676,32.0552,35.2405,31.7498,35.5459,28.2051,52.2069,bge-m3,mmarco-8841823-english-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-235843-agg.csv
EN-PT,EN docs,embed,10.0,33.7083,37.2398,0.9667,32.1173,35.2994,31.8121,35.6046,28.2491,52.308,bge-m3,mmarco-8841823-english-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-235909-agg.csv
EN-PT,EN docs,embed,30.0,33.4993,37.2324,0.9665,31.9086,35.0901,31.6035,35.3952,28.2007,51.8699,bge-m3,mmarco-8841823-english-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-235931-agg.csv
EN-PT,EN docs,embed,50.0,32.8049,37.1605,0.9646,31.2173,34.3926,30.9127,34.6971,27.6292,50.9602,bge-m3,mmarco-8841823-english-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-235946-agg.csv
EN-PT,EN docs,embed,70.0,30.4917,36.6724,0.952,28.9249,32.0585,28.6243,32.359,25.5771,47.6584,bge-m3,mmarco-8841823-english-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251219-000010-agg.csv
EN-PT,EN docs,embed,90.0,27.3903,35.775,0.9287,25.8618,28.9187,25.5686,29.2119,22.7969,43.2334,bge-m3,mmarco-8841823-english-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251219-000033-agg.csv
EN-PT,EN docs,embed,100.0,25.5968,35.3279,0.9171,24.0874,27.1061,23.7979,27.3956,21.4041,40.1336,bge-m3,mmarco-8841823-english-en-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251219-000049-agg.csv
EN-PT,PT docs,embed,0.0,27.2224,35.2765,0.9157,25.7152,28.7295,25.4261,29.0186,22.3273,43.9016,bge-m3,mmarco-8841823-portuguese-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251219-011633-agg.csv
EN-PT,PT docs,embed,10.0,27.9707,35.1548,0.9126,26.4687,29.4726,26.1806,29.7607,22.8171,45.5189,bge-m3,mmarco-8841823-portuguese-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251219-011646-agg.csv
EN-PT,PT docs,embed,30.0,29.3111,35.8313,0.9301,27.7802,30.842,27.4866,31.1356,24.0304,47.0687,bge-m3,mmarco-8841823-portuguese-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251219-011659-agg.csv
EN-PT,PT docs,embed,50.0,30.3289,36.2268,0.9404,28.7811,31.8767,28.4842,32.1735,24.9644,48.5063,bge-m3,mmarco-8841823-portuguese-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251219-011712-agg.csv
EN-PT,PT docs,embed,70.0,29.9472,36.172,0.939,28.4018,31.4927,28.1054,31.7891,24.6196,48.0121,bge-m3,mmarco-8841823-portuguese-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251219-011727-agg.csv
EN-PT,PT docs,embed,90.0,29.22,35.9804,0.934,27.6827,30.7572,27.3879,31.0521,24.0282,46.934,bge-m3,mmarco-8841823-portuguese-en-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251219-011740-agg.csv
EN-PT,PT docs,embed,100.0,28.6351,35.9787,0.934,27.0979,30.1723,26.8031,30.4671,23.6959,45.7547,bge-m3,mmarco-8841823-portuguese-en-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251219-011753-agg.csv
EN-RU,EN + RU docs,embed,0.0,33.5226,37.2565,0.9671,31.9308,35.1144,31.6255,35.4197,28.1483,51.9036,bge-m3,mmarco-8841823-bilingual-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-061828-agg.csv
EN-RU,EN + RU docs,embed,10.0,33.6349,37.2028,0.9657,32.0454,35.2244,31.7405,35.5292,28.1849,52.2743,bge-m3,mmarco-8841823-bilingual-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-061850-agg.csv
EN-RU,EN + RU docs,embed,30.0,33.2141,37.0254,0.9611,31.6322,34.7961,31.3288,35.0995,27.7535,52.0047,bge-m3,mmarco-8841823-bilingual-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-061915-agg.csv
EN-RU,EN + RU docs,embed,50.0,31.7174,36.8283,0.956,30.1439,33.2909,29.8421,33.5927,26.4501,49.781,bge-m3,mmarco-8841823-bilingual-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-061935-agg.csv
EN-RU,EN + RU docs,embed,70.0,30.2022,36.2434,0.9408,28.6538,31.7507,28.3567,32.0477,24.9538,48.1413,bge-m3,mmarco-8841823-bilingual-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-061957-agg.csv
EN-RU,EN + RU docs,embed,90.0,28.5329,35.9459,0.9331,26.9971,30.0687,26.7025,30.3632,23.495,45.6143,bge-m3,mmarco-8841823-bilingual-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-062019-agg.csv
EN-RU,EN + RU docs,embed,100.0,27.6897,35.6904,0.9265,26.1649,29.2146,25.8724,29.5071,22.7795,44.3003,bge-m3,mmarco-8841823-bilingual-en-ru-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-062041-agg.csv
EN-RU,EN docs,embed,0.0,33.6276,37.3817,0.9704,32.0305,35.2247,31.7241,35.5311,28.2139,51.9036,bge-m3,mmarco-8841823-english-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-065548-agg.csv
EN-RU,EN docs,embed,10.0,33.7371,37.3302,0.969,32.1422,35.3321,31.8363,35.638,28.3141,52.2743,bge-m3,mmarco-8841823-english-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-065602-agg.csv
EN-RU,EN docs,embed,30.0,33.3622,36.9878,0.9602,31.7819,34.9425,31.4788,35.2456,27.7987,52.2743,bge-m3,mmarco-8841823-english-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-065619-agg.csv
EN-RU,EN docs,embed,50.0,32.1836,36.7407,0.9537,30.6138,33.7533,30.3127,34.0544,26.7911,50.6233,bge-m3,mmarco-8841823-english-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-065635-agg.csv
EN-RU,EN docs,embed,70.0,29.7714,36.3254,0.943,28.2194,31.3234,27.9217,31.6211,24.7226,46.962,bge-m3,mmarco-8841823-english-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-065650-agg.csv
EN-RU,EN docs,embed,90.0,26.0323,34.913,0.9063,24.5406,27.5239,24.2545,27.81,21.2817,41.9867,bge-m3,mmarco-8841823-english-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-065706-agg.csv
EN-RU,EN docs,embed,100.0,23.7196,33.9564,0.8815,22.2688,25.1704,21.9905,25.4486,19.3032,38.7298,bge-m3,mmarco-8841823-english-en-ru-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-065722-agg.csv
EN-RU,RU docs,embed,0.0,24.2685,34.9023,0.906,22.7773,25.7597,22.4913,26.0457,20.0703,38.5669,bge-m3,mmarco-8841823-russian-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-071148-agg.csv
EN-RU,RU docs,embed,10.0,25.7638,35.5302,0.9223,24.2457,27.2818,23.9546,27.5729,21.3832,40.8243,bge-m3,mmarco-8841823-russian-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-071203-agg.csv
EN-RU,RU docs,embed,30.0,28.1792,35.9419,0.933,26.6435,29.7148,26.349,30.0093,23.1976,45.1258,bge-m3,mmarco-8841823-russian-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-071221-agg.csv
EN-RU,RU docs,embed,50.0,29.1969,36.3035,0.9424,27.6458,30.748,27.3483,31.0455,24.2518,46.2545,bge-m3,mmarco-8841823-russian-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-071236-agg.csv
EN-RU,RU docs,embed,70.0,28.7577,36.3132,0.9426,27.2062,30.3092,26.9087,30.6068,23.9075,45.2774,bge-m3,mmarco-8841823-russian-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-071252-agg.csv
EN-RU,RU docs,embed,90.0,27.8662,35.6992,0.9267,26.3409,29.3914,26.0484,29.684,22.8454,44.6709,bge-m3,mmarco-8841823-russian-en-ru-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-071306-agg.csv
EN-RU,RU docs,embed,100.0,27.2046,35.4799,0.921,25.6888,28.7205,25.398,29.0113,22.2676,43.7949,bge-m3,mmarco-8841823-russian-en-ru-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-071322-agg.csv
EN-VI,EN + VI docs,embed,0.0,33.6033,37.1882,0.9654,32.0145,35.1922,31.7097,35.4969,28.2344,52.1058,bge-m3,mmarco-8841823-bilingual-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-061325-agg.csv
EN-VI,EN + VI docs,embed,10.0,33.3383,36.9169,0.9583,31.7611,34.9156,31.4585,35.2181,27.8453,52.1732,bge-m3,mmarco-8841823-bilingual-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-061346-agg.csv
EN-VI,EN + VI docs,embed,30.0,32.9628,36.7792,0.9547,31.3914,34.5342,31.09,34.8355,27.4234,52.0159,bge-m3,mmarco-8841823-bilingual-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-061405-agg.csv
EN-VI,EN + VI docs,embed,50.0,30.941,36.2041,0.9398,29.3942,32.4878,29.0975,32.7845,25.5709,49.2868,bge-m3,mmarco-8841823-bilingual-en-vi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-061425-agg.csv
