pair,doc_mix,method,mix_ratio,ndcg10,ndcg10_std,ndcg10_stderr,ndcg10_ci90_low,ndcg10_ci90_high,ndcg10_ci95_low,ndcg10_ci95_high,mrr10,r10,model,source_file
NL-ES,NL + ES docs,embed,10.0,30.0852,36.8746,0.9572,28.5098,31.6607,28.2076,31.9629,25.1364,46.7767,bge-m3,mmarco-8841823-bilingual-nl-es-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251217-061746-agg.csv
NL-ES,NL + ES docs,embed,30.0,30.9325,37.0509,0.9618,29.3495,32.5155,29.0459,32.8191,25.8722,48.0234,bge-m3,mmarco-8841823-bilingual-nl-es-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251217-061803-agg.csv
NL-ES,NL + ES docs,embed,50.0,31.5625,37.2526,0.967,29.9709,33.1541,29.6656,33.4594,26.4017,48.9668,bge-m3,mmarco-8841823-bilingual-nl-es-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251217-061820-agg.csv
NL-ES,NL + ES docs,embed,70.0,31.1782,36.757,0.9542,29.6078,32.7486,29.3066,33.0499,25.9358,48.9499,bge-m3,mmarco-8841823-bilingual-nl-es-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251217-061838-agg.csv
NL-ES,NL + ES docs,embed,90.0,30.4774,36.9906,0.9602,28.897,32.0579,28.5939,32.361,25.5797,47.3214,bge-m3,mmarco-8841823-bilingual-nl-es-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251217-061855-agg.csv
NL-ES,NL + ES docs,embed,100.0,29.9855,37.0018,0.9605,28.4046,31.5664,28.1014,31.8696,25.3095,46.2096,bge-m3,mmarco-8841823-bilingual-nl-es-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251217-061913-agg.csv
NL-ES,NL docs,embed,0.0,28.7051,36.3257,0.943,27.1531,30.2571,26.8554,30.5548,23.8408,44.8562,bge-m3,mmarco-8841823-dutch-nl-es-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-012015-agg.csv
NL-ES,NL docs,embed,10.0,29.4011,36.7978,0.9552,27.8289,30.9733,27.5274,31.2748,24.6263,45.5301,bge-m3,mmarco-8841823-dutch-nl-es-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-012039-agg.csv
NL-ES,NL docs,embed,30.0,29.8068,37.0308,0.9613,28.2247,31.389,27.9212,31.6924,25.0897,45.7996,bge-m3,mmarco-8841823-dutch-nl-es-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-012057-agg.csv
NL-ES,NL docs,embed,50.0,29.357,36.7414,0.9538,27.7872,30.9268,27.4861,31.2278,24.6263,45.5301,bge-m3,mmarco-8841823-dutch-nl-es-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-012122-agg.csv
NL-ES,NL docs,embed,70.0,27.6815,35.7999,0.9293,26.1519,29.211,25.8586,29.5044,22.9697,43.8455,bge-m3,mmarco-8841823-dutch-nl-es-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-012148-agg.csv
NL-ES,NL docs,embed,90.0,25.0152,35.2287,0.9145,23.5101,26.5204,23.2214,26.809,20.8274,39.3643,bge-m3,mmarco-8841823-dutch-nl-es-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-012215-agg.csv
NL-ES,NL docs,embed,100.0,23.7001,34.6003,0.8982,22.2218,25.1784,21.9382,25.4619,19.7228,37.4438,bge-m3,mmarco-8841823-dutch-nl-es-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-012241-agg.csv
NL-FR,FR docs,embed,0.0,23.6873,34.4706,0.8948,22.2145,25.1601,21.9321,25.4425,19.539,37.6965,bge-m3,mmarco-8841823-french-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-000342-agg.csv
NL-FR,FR docs,embed,10.0,25.3224,34.944,0.9071,23.8294,26.8153,23.543,27.1017,20.8582,40.5267,bge-m3,mmarco-8841823-french-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-000358-agg.csv
NL-FR,FR docs,embed,30.0,28.3034,35.9969,0.9344,26.7654,29.8413,26.4704,30.1363,23.4289,44.7271,bge-m3,mmarco-8841823-french-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-000423-agg.csv
NL-FR,FR docs,embed,50.0,30.3278,36.984,0.9601,28.7476,31.9079,28.4446,32.211,25.4392,46.9508,bge-m3,mmarco-8841823-french-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-000441-agg.csv
NL-FR,FR docs,embed,70.0,30.7084,37.1763,0.965,29.1201,32.2968,28.8154,32.6014,25.8774,47.254,bge-m3,mmarco-8841823-french-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-000458-agg.csv
NL-FR,FR docs,embed,90.0,30.4547,37.0049,0.9606,28.8737,32.0358,28.5705,32.339,25.6229,47.153,bge-m3,mmarco-8841823-french-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-000515-agg.csv
NL-FR,FR docs,embed,100.0,30.1557,37.0087,0.9607,28.5746,31.7369,28.2713,32.0402,25.3927,46.6139,bge-m3,mmarco-8841823-french-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-000530-agg.csv
NL-FR,NL + FR docs,embed,0.0,28.9126,36.5561,0.9489,27.3507,30.4745,27.0512,30.774,24.2122,44.7215,bge-m3,mmarco-8841823-bilingual-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251217-031006-agg.csv
NL-FR,NL + FR docs,embed,10.0,29.6035,36.872,0.9571,28.0282,31.1789,27.726,31.481,24.8286,45.6986,bge-m3,mmarco-8841823-bilingual-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251217-031024-agg.csv
NL-FR,NL + FR docs,embed,30.0,29.9981,36.9857,0.9601,28.4179,31.5784,28.1148,31.8814,25.2114,46.2376,bge-m3,mmarco-8841823-bilingual-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251217-031040-agg.csv
NL-FR,NL + FR docs,embed,50.0,30.7248,37.1006,0.9631,29.1397,32.3099,28.8357,32.614,25.7867,47.591,bge-m3,mmarco-8841823-bilingual-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251217-031058-agg.csv
NL-FR,NL + FR docs,embed,70.0,30.8685,37.0871,0.9627,29.2839,32.453,28.98,32.7569,25.895,47.692,bge-m3,mmarco-8841823-bilingual-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251217-031118-agg.csv
NL-FR,NL + FR docs,embed,90.0,30.6128,36.854,0.9567,29.0382,32.1874,28.7362,32.4894,25.5912,47.7931,bge-m3,mmarco-8841823-bilingual-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251217-031135-agg.csv
NL-FR,NL + FR docs,embed,100.0,30.1215,36.9059,0.958,28.5447,31.6983,28.2423,32.0007,25.3262,46.715,bge-m3,mmarco-8841823-bilingual-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251217-031152-agg.csv
NL-FR,NL docs,embed,0.0,28.7051,36.3257,0.943,27.1531,30.2571,26.8554,30.5548,23.8408,44.8562,bge-m3,mmarco-8841823-dutch-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251217-234616-agg.csv
NL-FR,NL docs,embed,10.0,29.1551,36.5064,0.9477,27.5953,30.7148,27.2962,31.014,24.3239,45.3953,bge-m3,mmarco-8841823-dutch-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251217-234636-agg.csv
NL-FR,NL docs,embed,30.0,29.4266,36.7307,0.9535,27.8573,30.996,27.5563,31.2969,24.6308,45.5301,bge-m3,mmarco-8841823-dutch-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251217-234654-agg.csv
NL-FR,NL docs,embed,50.0,29.2605,36.43,0.9457,27.704,30.8169,27.4055,31.1155,24.2727,46.086,bge-m3,mmarco-8841823-dutch-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251217-234717-agg.csv
NL-FR,NL docs,embed,70.0,27.5597,35.8644,0.931,26.0274,29.092,25.7335,29.3859,22.7346,43.6938,bge-m3,mmarco-8841823-dutch-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251217-234742-agg.csv
NL-FR,NL docs,embed,90.0,25.0545,34.7267,0.9015,23.5708,26.5382,23.2862,26.8227,20.4223,40.2572,bge-m3,mmarco-8841823-dutch-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251217-234803-agg.csv
NL-FR,NL docs,embed,100.0,23.3881,33.8172,0.8779,21.9433,24.8329,21.6661,25.1101,19.0696,38.0335,bge-m3,mmarco-8841823-dutch-nl-fr-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251217-234820-agg.csv
NL-IT,IT docs,embed,0.0,23.4361,34.3497,0.8917,21.9685,24.9037,21.6871,25.1852,19.2097,37.5112,bge-m3,mmarco-8841823-italian-nl-it-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-005549-agg.csv
NL-IT,IT docs,embed,10.0,24.9021,34.9843,0.9081,23.4074,26.3968,23.1207,26.6835,20.5265,39.735,bge-m3,mmarco-8841823-italian-nl-it-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-005606-agg.csv
NL-IT,IT docs,embed,30.0,27.9755,36.1725,0.939,26.43,29.521,26.1336,29.8174,23.2078,44.0645,bge-m3,mmarco-8841823-italian-nl-it-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-005628-agg.csv
NL-IT,IT docs,embed,50.0,29.8738,36.7723,0.9546,28.3027,31.4449,28.0014,31.7462,24.9065,46.6139,bge-m3,mmarco-8841823-italian-nl-it-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-005652-agg.csv
NL-IT,IT docs,embed,70.0,30.1703,36.8099,0.9555,28.5976,31.743,28.2959,32.0446,25.1734,47.0631,bge-m3,mmarco-8841823-italian-nl-it-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-005713-agg.csv
NL-IT,IT docs,embed,90.0,29.6875,36.5697,0.9493,28.125,31.2499,27.8254,31.5496,24.7377,46.3893,bge-m3,mmarco-8841823-italian-nl-it-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-005728-agg.csv
NL-IT,IT docs,embed,100.0,29.0474,36.4342,0.9458,27.4907,30.604,27.1921,30.9026,24.1884,45.4122,bge-m3,mmarco-8841823-italian-nl-it-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-005744-agg.csv
NL-IT,NL + IT docs,embed,0.0,28.8655,36.3706,0.9441,27.3116,30.4194,27.0135,30.7175,24.0188,45.0809,bge-m3,mmarco-8841823-bilingual-nl-it-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251217-044619-agg.csv
NL-IT,NL + IT docs,embed,10.0,29.3799,36.735,0.9536,27.8104,30.9494,27.5094,31.2504,24.5737,45.5189,bge-m3,mmarco-8841823-bilingual-nl-it-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251217-044640-agg.csv
NL-IT,NL + IT docs,embed,30.0,29.9643,36.9866,0.9601,28.384,31.5445,28.0809,31.8476,25.1605,46.058,bge-m3,mmarco-8841823-bilingual-nl-it-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251217-044658-agg.csv
NL-IT,NL + IT docs,embed,50.0,30.214,37.0552,0.9619,28.6308,31.7972,28.3272,32.1008,25.3394,46.4454,bge-m3,mmarco-8841823-bilingual-nl-it-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251217-044718-agg.csv
NL-IT,NL + IT docs,embed,70.0,30.2633,36.6549,0.9515,28.6973,31.8294,28.3969,32.1298,25.1803,47.4899,bge-m3,mmarco-8841823-bilingual-nl-it-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251217-044735-agg.csv
NL-IT,NL + IT docs,embed,90.0,29.7104,36.6777,0.9521,28.1434,31.2775,27.8428,31.5781,24.8569,46.1422,bge-m3,mmarco-8841823-bilingual-nl-it-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251217-044754-agg.csv
NL-IT,NL + IT docs,embed,100.0,29.1754,36.5073,0.9477,27.6157,30.7352,27.3165,31.0344,24.3575,45.4683,bge-m3,mmarco-8841823-bilingual-nl-it-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251217-044811-agg.csv
NL-IT,NL docs,embed,0.0,28.7051,36.3257,0.943,27.1531,30.2571,26.8554,30.5548,23.8408,44.8562,bge-m3,mmarco-8841823-dutch-nl-it-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-003034-agg.csv
NL-IT,NL docs,embed,10.0,29.2584,36.8007,0.9553,27.6861,30.8307,27.3845,31.1323,24.4766,45.1932,bge-m3,mmarco-8841823-dutch-nl-it-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-003051-agg.csv
NL-IT,NL docs,embed,30.0,29.3549,36.8136,0.9556,27.782,30.9278,27.4804,31.2294,24.6735,45.0584,bge-m3,mmarco-8841823-dutch-nl-it-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-003109-agg.csv
NL-IT,NL docs,embed,50.0,29.3133,36.7756,0.9546,27.7421,30.8845,27.4407,31.1859,24.5974,45.1763,bge-m3,mmarco-8841823-dutch-nl-it-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-003126-agg.csv
NL-IT,NL docs,embed,70.0,27.6666,36.0124,0.9348,26.1279,29.2052,25.8328,29.5003,23.0345,43.458,bge-m3,mmarco-8841823-dutch-nl-it-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-003148-agg.csv
NL-IT,NL docs,embed,90.0,25.1241,35.2303,0.9145,23.6189,26.6293,23.3302,26.918,20.8905,39.6507,bge-m3,mmarco-8841823-dutch-nl-it-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-003205-agg.csv
NL-IT,NL docs,embed,100.0,23.4975,34.6076,0.8984,22.0189,24.9761,21.7353,25.2597,19.5372,36.989,bge-m3,mmarco-8841823-dutch-nl-it-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-003221-agg.csv
ZH-JA,JA docs,embed,0.0,18.439,31.8708,0.8273,17.0773,19.8006,16.8161,20.0618,15.2287,29.4699,bge-m3,mmarco-8841823-japanese-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-070645-agg.csv
ZH-JA,JA docs,embed,10.0,20.3962,33.0762,0.8586,18.9831,21.8094,18.712,22.0805,16.8243,32.5696,bge-m3,mmarco-8841823-japanese-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-070700-agg.csv
ZH-JA,JA docs,embed,30.0,23.8063,34.2856,0.89,22.3414,25.2711,22.0604,25.5521,19.6098,38.1065,bge-m3,mmarco-8841823-japanese-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-070716-agg.csv
ZH-JA,JA docs,embed,50.0,26.3936,35.351,0.9177,24.8832,27.904,24.5936,28.1937,21.937,41.8295,bge-m3,mmarco-8841823-japanese-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-070732-agg.csv
ZH-JA,JA docs,embed,70.0,27.3193,36.1349,0.938,25.7754,28.8631,25.4793,29.1592,22.9563,42.1159,bge-m3,mmarco-8841823-japanese-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-070746-agg.csv
ZH-JA,JA docs,embed,90.0,27.2441,35.8612,0.9309,25.712,28.7763,25.4181,29.0702,22.8264,42.5202,bge-m3,mmarco-8841823-japanese-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-070759-agg.csv
ZH-JA,JA docs,embed,100.0,27.2123,35.7161,0.9271,25.6863,28.7383,25.3937,29.031,22.6692,42.8908,bge-m3,mmarco-8841823-japanese-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-070813-agg.csv
ZH-JA,ZH + JA docs,embed,0.0,26.2903,34.7618,0.9024,24.8051,27.7755,24.5202,28.0603,21.4578,42.7954,bge-m3,mmarco-8841823-bilingual-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-062910-agg.csv
ZH-JA,ZH + JA docs,embed,10.0,26.3996,34.6862,0.9004,24.9177,27.8816,24.6334,28.1659,21.4916,43.0986,bge-m3,mmarco-8841823-bilingual-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-062932-agg.csv
ZH-JA,ZH + JA docs,embed,30.0,27.1259,35.0144,0.9089,25.6299,28.6219,25.343,28.9089,22.141,44.0982,bge-m3,mmarco-8841823-bilingual-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-062954-agg.csv
ZH-JA,ZH + JA docs,embed,50.0,27.4542,35.2951,0.9162,25.9462,28.9622,25.657,29.2514,22.523,44.4126,bge-m3,mmarco-8841823-bilingual-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-063015-agg.csv
ZH-JA,ZH + JA docs,embed,70.0,27.8486,35.6869,0.9264,26.3239,29.3733,26.0314,29.6658,23.0238,44.3396,bge-m3,mmarco-8841823-bilingual-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-063037-agg.csv
ZH-JA,ZH + JA docs,embed,90.0,27.9032,35.8621,0.9309,26.371,29.4354,26.0771,29.7293,23.2138,44.0701,bge-m3,mmarco-8841823-bilingual-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-063058-agg.csv
ZH-JA,ZH + JA docs,embed,100.0,27.6902,35.7636,0.9284,26.1622,29.2182,25.8691,29.5112,22.9831,43.9353,bge-m3,mmarco-8841823-bilingual-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-063119-agg.csv
ZH-JA,ZH docs,embed,0.0,26.0793,34.6892,0.9005,24.5972,27.5614,24.313,27.8457,21.3059,42.4921,bge-m3,mmarco-8841823-chinese-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-071205-agg.csv
ZH-JA,ZH docs,embed,10.0,26.2329,34.594,0.898,24.7549,27.7109,24.4714,27.9944,21.317,42.9975,bge-m3,mmarco-8841823-chinese-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-071221-agg.csv
ZH-JA,ZH docs,embed,30.0,26.4558,34.7406,0.9018,24.9715,27.9401,24.6868,28.2247,21.5724,43.1548,bge-m3,mmarco-8841823-chinese-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-071237-agg.csv
ZH-JA,ZH docs,embed,50.0,26.1182,34.5229,0.8962,24.6432,27.5932,24.3603,27.8761,21.256,42.9301,bge-m3,mmarco-8841823-chinese-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-071252-agg.csv
ZH-JA,ZH docs,embed,70.0,24.3551,34.3067,0.8906,22.8894,25.8209,22.6082,26.102,19.8912,39.5946,bge-m3,mmarco-8841823-chinese-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-071308-agg.csv
ZH-JA,ZH docs,embed,90.0,21.3456,33.2475,0.8631,19.9251,22.7661,19.6527,23.0386,17.4735,34.4789,bge-m3,mmarco-8841823-chinese-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-071325-agg.csv
ZH-JA,ZH docs,embed,100.0,19.7097,32.2194,0.8364,18.3331,21.0863,18.0691,21.3503,15.9714,32.2215,bge-m3,mmarco-8841823-chinese-zh-ja-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-071340-agg.csv
ZH-RU,RU docs,embed,0.0,17.2779,30.6652,0.796,15.9677,18.588,15.7164,18.8393,13.8981,28.65,bge-m3,mmarco-8841823-russian-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-071153-agg.csv
ZH-RU,RU docs,embed,10.0,20.2168,32.5668,0.8454,18.8254,21.6082,18.5585,21.8751,16.407,33.1873,bge-m3,mmarco-8841823-russian-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-071210-agg.csv
ZH-RU,RU docs,embed,30.0,24.2777,34.4744,0.8949,22.8048,25.7506,22.5223,26.0331,19.8246,39.1734,bge-m3,mmarco-8841823-russian-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-071229-agg.csv
ZH-RU,RU docs,embed,50.0,26.7966,35.3263,0.917,25.2872,28.3059,24.9978,28.5954,21.9852,42.9863,bge-m3,mmarco-8841823-russian-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-071244-agg.csv
ZH-RU,RU docs,embed,70.0,27.7192,35.6491,0.9254,26.1961,29.2423,25.9039,29.5344,22.7773,44.4014,bge-m3,mmarco-8841823-russian-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-071258-agg.csv
ZH-RU,RU docs,embed,90.0,27.2509,35.338,0.9173,25.7411,28.7607,25.4515,29.0503,22.3077,43.8623,bge-m3,mmarco-8841823-russian-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-071313-agg.csv
ZH-RU,RU docs,embed,100.0,27.2046,35.4799,0.921,25.6888,28.7205,25.398,29.0113,22.2676,43.7949,bge-m3,mmarco-8841823-russian-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-071328-agg.csv
ZH-RU,ZH + RU docs,embed,0.0,26.2903,34.7434,0.9019,24.8058,27.7747,24.5211,28.0594,21.4654,42.7954,bge-m3,mmarco-8841823-bilingual-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-062915-agg.csv
ZH-RU,ZH + RU docs,embed,10.0,26.7652,34.9362,0.9069,25.2726,28.2579,24.9863,28.5442,21.8665,43.5029,bge-m3,mmarco-8841823-bilingual-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-062938-agg.csv
ZH-RU,ZH + RU docs,embed,30.0,27.358,35.2452,0.9149,25.8521,28.8638,25.5633,29.1526,22.4509,44.042,bge-m3,mmarco-8841823-bilingual-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-063001-agg.csv
ZH-RU,ZH + RU docs,embed,50.0,27.3898,35.1681,0.9129,25.8873,28.8924,25.5991,29.1806,22.443,44.5137,bge-m3,mmarco-8841823-bilingual-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-063022-agg.csv
ZH-RU,ZH + RU docs,embed,70.0,27.8642,35.5018,0.9216,26.3474,29.3811,26.0565,29.672,22.8496,44.8843,bge-m3,mmarco-8841823-bilingual-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-063042-agg.csv
ZH-RU,ZH + RU docs,embed,90.0,27.6228,35.3494,0.9176,26.1125,29.1331,25.8228,29.4228,22.5537,44.7832,bge-m3,mmarco-8841823-bilingual-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-063102-agg.csv
ZH-RU,ZH + RU docs,embed,100.0,27.2802,35.5369,0.9225,25.7619,28.7985,25.4707,29.0897,22.3943,43.8286,bge-m3,mmarco-8841823-bilingual-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-063121-agg.csv
ZH-RU,ZH docs,embed,0.0,26.0793,34.6892,0.9005,24.5972,27.5614,24.313,27.8457,21.3059,42.4921,bge-m3,mmarco-8841823-chinese-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-071709-agg.csv
ZH-RU,ZH docs,embed,10.0,26.4302,34.8187,0.9038,24.9426,27.9178,24.6573,28.2032,21.6152,42.9975,bge-m3,mmarco-8841823-chinese-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-071725-agg.csv
ZH-RU,ZH docs,embed,30.0,27.0075,35.1707,0.913,25.5048,28.5101,25.2166,28.7983,22.149,43.604,bge-m3,mmarco-8841823-chinese-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-071740-agg.csv
ZH-RU,ZH docs,embed,50.0,26.4591,34.8942,0.9058,24.9683,27.95,24.6823,28.2359,21.7233,42.7954,bge-m3,mmarco-8841823-chinese-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-071756-agg.csv
ZH-RU,ZH docs,embed,70.0,24.1262,34.2524,0.8891,22.6627,25.5896,22.382,25.8703,19.7949,38.887,bge-m3,mmarco-8841823-chinese-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-071812-agg.csv
ZH-RU,ZH docs,embed,90.0,19.9487,32.5655,0.8454,18.5573,21.34,18.2905,21.6069,16.3192,32.2496,bge-m3,mmarco-8841823-chinese-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-071827-agg.csv
ZH-RU,ZH docs,embed,100.0,17.9975,31.682,0.8224,16.6439,19.3511,16.3843,19.6107,14.7848,28.7904,bge-m3,mmarco-8841823-chinese-zh-ru-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-071844-agg.csv
